full_text;id_str;topic
"As the U.S. defense secretary drifts further from President Donald Trump’s inner circle, his mission gets clearer: preventing war with Tehran. https://t.co/3b23QLbDKO";"1012614579237609472";"president"
"Umm yeah, his name is “Flake” it’s literally in his character to flake out on his rhetoric when it comes to real action he’s not a “person of his word.” That’s the only quality that matters. @JeffFlake kowtowing to a Russian planted President. 😬 https://t.co/8F8uJrQ65h";"1012614575357743104";"president"
"Rest Well Former Vice President of Ghana😢😢😢 https://t.co/pC8eLgz1cB https://t.co/Mn1LGcZdCn";"1012614571188682753";"president"
"ACTING President Dr Constantino Chiwenga yesterday urged Zimbabweans to remain vigilant in the face of the terror attack at White City Stadium in Bulawayo on Saturday, and reiterated that the country was not going back on the July 30 harmonized elections. https://t.co/eDGf8oNkZ5";"1012614561940279296";"president"
"Y’all gonna argue with a huge panel of poli-sci experts? https://t.co/RnWTr8fK2r";"1012614556437315584";"president"
"When Drake said HH should be President. I felt that.";"1012614554684141568";"president"
"You people stay blaming God for what he didn't do , Gods mercy has been with this country and still is , his mercy endureth forever , the government has failed us , even ur so-called president is blaming God , someone who can't standup to Fulani herdsmen killing a shame 🤦🏾‍♂️";"1012614551102263296";"president"
"welp my brother would’ve made an awesome and reliable SSG President, still proud of ya @markcruxx 😛";"1012614541874622464";"president"
"Official opening of the 6th SACU summit in Gaborone. The official opening will be done by President of Botswana Mokgweetsi Masisi.

Follow us for more details 
#TheArgusOnline 
#RealNewsRealJournalism https://t.co/U0dyoShf7T";"1012614525026226177";"president"
"Tetu in solidarity with Hon Ndung'u Gethenji do support the handshake between the right Hon Raila an President Uhuru Kenyatta. https://t.co/PA40yLhfwP";"1012614496018452486";"president"
"Everest Insurance, the specialty #insurance division of Everest Re Group, has appointed David Nikolai as President of its Specialty Insurance Group (SIG) https://t.co/6fXWoNYX2W @EverestIns @NewsReinsurance https://t.co/Bd4tbyGKaK";"1012614495401926656";"president"
"“Our former vice president was shocked by removal of the EC boss and suffered a cardiac arrest.""

Abass Nurudeen, NDC Communicator . 

Me: Enti 3y3 gyimie Anaa s3 d3n? https://t.co/FosSZUzSYQ";"1012614461537030144";"president"
"Now, Ananth Kumar Hegde calls opposition 'crows, monkeys, foxes'

Taking a cue from his party president, Union minister Ananth Kumar Hegde called opposition members "" crows, monkeys and foxes"" and compared them unfavourably to Prime minister Narendra Modi, whom he called ""th… https://t.co/iRc716Jgpj";"1012614461021093889";"president"
"Serbian Foreign Minister #Dacic not surprised by threats against #Serbian President @avucic https://t.co/OYpnkXnMT4";"1012614448694128641";"president"
"4 Non Blondes - Dear Mr. President";"1012614448035581952";"president"
"Former Veep Amissah-Arthur has died - ADRDAILY is learning that former Vice President Paa Kwesi Amissah-Arthur has died.
Mr. Amissah-Arthur is reported to have collapsed at... - https://t.co/roF51ZNOTd - https://t.co/aFSearail0 https://t.co/EMzPEezJac";"1012614433586188288";"president"
"Retweeted Dr. Mahamudu Bawumia (@MBawumia):

I received with shock and sadness the sudden death of my predecessor, His Excellency Kwesi Bekoe Amissah-Arthur, former Vice President of the Republic. 

He dutifully... https://t.co/rymakPZugx";"1012614432197894144";"president"
"Kylie Jenner and President Trump make cut on Time's list of 25 most influential people on Internet https://t.co/umf3gkkLUp via @bdnews24 #dailymail";"1012614424509714434";"president"
"Donald Trump is pretty sure he's nailing this whole 'President' thing https://t.co/nHV3h33low";"1012614400023367681";"president"
"As a liberal, who voted for Hillary Clinton, because I knew she was the ONLY OPTION, to keep our  country and the world safe. There is a reason why Putin didn’t want Hilary as a president. My liberals fellows didn’t want to see the big picture. #liberals";"1012614399142477825";"president"
"His signature was once on the money we spent 
RIP Ex Vice President 🙏🏾";"1012614395854286848";"president"
"Euro Surges Higher As EU Strikes Eleventh Hour Immigration Deal
===
EURO, EU IMMIGRATION DEAL TALKING POINTS:

The Euro gained sharply on Friday
European Council President Donald Tusk announced a late night deal on immigration
Markets had feared...

More:- https://t.co/RrW92M4R6B https://t.co/CBdPyNLkJr";"1012614380310048768";"president"
"Former Vice President Paa Kwesi Amissah Arthur is dead. Sending Heartfelt condolences to his familyand friends - may he rest in peace 🙏🏾 https://t.co/EtnBPJFRRG";"1012614378447917056";"president"
"Speaking at a Press conference at State House in Tanzania, President Mnangagwa said there was need to modernise and mechanise the agriculture sector.";"1012614377177051137";"president"
"Man do I miss having an intelligent and thoughtful president. Obama: ‘You are right to be concerned’ https://t.co/moDaSVVG24 via @politico";"1012614376199606273";"president"
"Former Vice President Paa Kwesi Bekoe Amissah-Arthur is dead, 3news can confirm. #3NewsGH

https://t.co/ZiouU5q5tj";"1012614337532518401";"president"
"stonecold2050 Isn't it always? Heck, I'd have put money on that even before we knew anything. But Trump will ignore that as alwaysand go onand on lying about the danger from brown skinned gangs. Another fact free alternative argument from our untethered to the truth president.";"1012614319287291905";"president"
"BREAKING NEWS:
Radio Gyampa can confirm the passing of Former Vice-President Kwesi Amissah-Arthur has passed on. 
May his soul Rest In Peace.
📻📻📻📻📻📻📻📻
#Radio Gyampa";"1012614313704599553";"president"
"President~ I want a new idol costume~ Ple~ease!";"1012614301985615872";"president"
"Ghana’s Electoral Commission boss sacked by President https://t.co/Qqe00WTAjG https://t.co/cbvDIWks04";"1012614285942329345";"president"
"Very shocking and sad news about the passing away of the former Vice President of Ghana, Paa Kwesi Amissah-Arthur. May his soul Rest In Peace.";"1012614283652411392";"president"
"Ghana’s Electoral Commission boss sacked by President https://t.co/tCc51ouFQR https://t.co/Uaov0yXDJO";"1012614283643908097";"president"
"What's happening to our Vice President?
@JDMahama @JOYNEWSONTV";"1012614248445464576";"president"
"Omg the memes about Jay's bars on #TalkUp regarding, Trump, XXX, Zimmermanonand Florida are FIRE🔥🔥!

JAY-Z on Drake's ""Talk Up"" #Scorpion 🦂🦂 ""I got your president tweeting I won't even meet with him Y'all killed X, let Zimmerman live Streets is done"" https://t.co/8TQ9IpiVXn";"1012614248403492865";"president"
"Another shooting in America at the #CapitalGazette with 5 dead. When a country somehow doesn't believe/understand that more guns does not equal higher safety, what else can be expected? When you have a president that calls the news media the enemy of the people, it's inevitable.";"1012614244049805312";"president"
"Former President @JDMahama expresses shock at the demise of Kwesi Amissah-Arthur #CitiCBS https://t.co/LcqNsAlzVX";"1012614224043003905";"president"
"The recent clashes between cattle farmers and herders have put pressure on President Muhammadu Buhari to stop the violence, as he works to secure a second term in the 2019 presidential polls. https://t.co/8au9jfoA6z";"1012614210700959745";"president"
"I have learnt with shock and great sadness the sudden death of the former Vice President of the Republic, His Excellency Paa Kwesi Amissah Arthur. He has been a longstanding public servant, who discharged his duties with dignity - President @NAkufoAddo https://t.co/7LfMuvE6GC";"1012614208113004544";"president"
"Donald Trump is pretty sure he's nailing this whole 'President' thing https://t.co/nIOVWSbcfS https://t.co/EoSN35nkeD";"1012614205734653953";"president"
"YOU can influence how College supports its students. The Union, led by our @icu_DPW is looking for your feedback on the Student Support Strategy draft. Are there any changes you'd like to see before it goes live? Read the Strategy and give feedback here: https://t.co/71KoLOArcK https://t.co/6hhqpkf40a";"1012614205323841536";"president"
"With Honorary Consul of Georgia to the Philippines Buddy O. Cunanan during his visit to CKS College. He is also president and CEO of the Philippine National Bobsled Luge and Skeleton… https://t.co/fMCfrLDEPw";"1012614200944885760";"president"
"President @JunckerEU, break the 'Silence of the Leaders'. More money for nature in the next EU budget! #EUbudget #EUCO https://t.co/JETLCGxMVr";"1012614198105395200";"president"
"As imperfect as he is, I believe this wholeheartedly. For the believers its easy to recognize Gods hand in our past election. President Trump was chosen by God for these troubled times with a purpose. https://t.co/JFghQHAY7B";"1012614194754023424";"president"
"I'm saddened by the news of the demise of our former vice president Paa Kwesi Amissah Arthur. May his gentle soul Rest In peace🙏";"1012614184939544576";"president"
"The recent clashes between cattle farmers and herders have put pressure on President Muhammadu Buhari to stop the violence, as he works to secure a second term in the 2019 presidential polls. https://t.co/HNfU2se8GR";"1012614173191278593";"president"
"Former Vice President, Paa Kwesi Bekoe Amissah Arthur is reported dead.
He is said to have collapsed at the Air Force Gym in Accra Friday morning whilst exercising.
Let show him our last respect by comment RIP.

Pls Follow As For More Updates: #Xstra_TV https://t.co/ZipvkBGeom";"1012614170708267008";"president"
"News stations are being shot up because the president says the press is the people's enemy. Immigrant families are on the streets because ICE took their fathers and mothers. We are not ""dangerously close"" to fascism. We are far past that point.";"1012614168153710592";"president"
"U.S. President Grover Cleveland bought a baby carriage for an infant who later became his wife.";"1012614166803296256";"president"
"I added a video to a @YouTube playlist https://t.co/1NwVETYNCe The Rock | Dwayne Johnson | The Next American President";"1012614165704380421";"president"
"Trust Mueller. 💩
A federal judge on Thursday set sentencing on Sept. 7 for George Papadopoulos, a former adviser to President Donald Trump's 2016 campaign who pleaded guilty in October to lying to the FBI about Russian contacts during the campaign. https://t.co/7bwTkIVnVK";"1012614157298880512";"president"
"Atiku wants to be the president but he owns mikano generators...do you think our power issues will ever be solved?who will buy those generators?...this country is a joke. https://t.co/0jb8U0kdpb";"1012614156451831808";"president"
"Former Vice President of Ghana Paa Kwasi Amissah Arthur has passed away this morning after collapsing during a gym session and pronounced dead at the 37 Military Hospital. May his soul #RestInPeace https://t.co/QdCVDR7aDD";"1012614153192734721";"president"
"#SadDay For Ghana : Former Vice President Paa Kwesi Amissah-Arthur has passed on. Condolences to All Ghanaians especially the bereaved family and friends. #RIPAmissahArthur. 😥😥😥 https://t.co/j59Tig5muW";"1012614150613291008";"president"
"The punitive tariffs on car imports that US President Donald Trump is threatening to hit Germany with would hurt other countries, like Mexico, Canada and Japan, more, said Clemens Fuest, president of the Ifo Institute.@realDonaldTrump @FuestClemens #tariffs #carmakers #autosales https://t.co/83xdA47OCc";"1012614145282400256";"president"
"President Trump joins Kylie Jenner, Kanye West, and Rihanna in the most influential people on the internet.  https://t.co/raj0qFSNpP";"1012614145194131456";"president"
"CIOB's new US-based president: ‘Build bridges, not walls’ Home Construction Manager ... https://t.co/0YaCoxN7Ij https://t.co/lUn7OUrSwx";"1012614132271583232";"president"
"Up until now
The best week for the president would have been the best week for America
BUT now there is traitor trump https://t.co/Bofeioq86X";"1012614130916704256";"president"
"Sorry #Media, you don't get to be a protected class, free from criticism for your daily lies and advocating for a morally bankrupt Democrat Party.  President Trump is 100% correct to call you out and should continue to do so.

If you don't like it, stop lying.";"1012614121764872193";"president"
"Lagos Tanker Explosion: President Buhari Weeps Endlessly, Expresses Shock and Sorrow https://t.co/7mfQgj1UkT https://t.co/1YG8USxrfU";"1012614117876748288";"president"
"The economy is bad ,you say the president is credible.
Thousands and thousand of innocent nigerians are killed daily,you say the president is credible.
 joblessness and poverty is on the highest level ever, you say the president has integrity.

Iya laya credibility ati integrity.";"1012614112415711233";"president"
"“I got your President tweeting, I wont even meet with him, Y’all killed X let Zimmerman Live, The streets is done” - Jay-Z on Drake's Talk up";"1012614094669733889";"president"
"""This is not 2016. There aren’t the final months of a second-term, constitutionally lame-duck presidency with a presidential election fast approaching. We're right in the middle of this president’s very first term. https://t.co/VIelfy222m via @twitchyteam";"1012614090953355264";"president"
"SO DID MAX @RepMaxineWaters https://t.co/UAkq3skqj7";"1012614082434949120";"president"
"In the last 24 hours;

Former Vice-President, Kwesi Amissah-Arthur dies.

EC Chair, Charlotte Osei and her two deputies removed from office.

Opposition NDC calls demonstration over EC dismissals. (Now doubtful... https://t.co/VaQn4z7xSu";"1012614081445089280";"president"
"I swear sometimes I wish I could run for president. I sure as hell can do a better job than these politicians";"1012614062021267457";"president"
"Retweeted Stephanie Hegarty (@stephhegarty):

Looka Drake delivering for everyone. Rap... RnB... Drake doesn’t discriminate. Drake for President! (of Canada?)";"1012614050423984129";"president"
"If back in 2016 you told me BTS would be so well respected in SK to the point they received personal congratulatory message from President and ppl would brag if they have connections with BTS, I would laugh at your face then cry afterwards, that's how bad it was for BTS back then";"1012614037366976512";"president"
"Donald Trump is pretty sure he's nailing this whole 'President' thing - https://t.co/OxeYoxFQMf";"1012614015950970880";"president"
"A compromised president, 
a colluding president, 
an illegitimate president,
a mentally incompetent president,
a president under investigation,
a treasonous president,
a president who doesn’t pay his taxes,
should not be allowed to pick a SCOTUS nominee.

#TrumpIsAMoron 
#Resist https://t.co/lurDJHLVLb";"1012614012612182016";"president"
"Most people don't know or understand that Jacob #Zuma didn't know or understand that he was stealing. What Jacob #Zuma knew or understood was that as a President you can take whatever you want, whenever you want, with whomever you want using whoever you want.";"1012613995012947973";"president"
"NotJust President Kovind, Even MahatmaGandhiand Indira werestoppedat Jagannath Temple. A reportisbeing prepared asto whywere President Kovind andhis wife shoved whenthey visitedthe Jagannathtemple?Though authorities have apologised,the President’soffice hasaskedforan explanation. https://t.co/jTYFn60Wl8";"1012613973676515329";"president"
"I got your President tweeting ,I won't even meet with him 🦂🦂🦂🦂

https://t.co/RxVr8on24x";"1012613966927990784";"president"
"#FIFAWorldCup #FootballDiplomacy With fans like these, our @BelRedDevils ⚽️🏆will continue their rise to the stars! Thank you 🇮🇪Taoiseach @campaignforleo 🇪🇺President @JunckerEU and 🇧🇪Prime Minister @CharlesMichel for being #REDTOGETHER! https://t.co/XASV9R1HRI";"1012613963165634560";"president"
"PRESIDENT KENYATTA signs  into law the Appropriation Bill 2018 paving the way for the utilisation of funds from the Consolidated Fund for delivery of goods and services to Kenyans.
Via 
Oliver Wandera.
https://t.co/YifPfg7i4k";"1012613953128722433";"president"
"Dali Mpofu wants Prof Micheal Katz to recuse himself from the inquiry. Says he is conflicted because of his relationship with President Ramaphosa....Fire right there!!! 🔥🔥🔥 #SARSInquiry";"1012613951719399424";"president"
"PRESIDENT KENYATTA signs  into law the Appropriation Bill 2018 paving the way for the utilisation of funds from the Consolidated Fund for delivery of goods and services to Kenyans.
Via
Oliver Wandera.
https://t.co/YifPfg7i4k";"1012613946220646400";"president"
"H.E @NAkufoAddo Pays A Touching Tribute To The Late Former Vice President Paa Kwesi Amissah Arthur

https://t.co/Mp6cHfNmLk https://t.co/jyqF96Wr6b";"1012613929347047424";"president"
"A censure motion against Ruto in 2010 was brought on an eerie evening full of tension and foreboding during the Maize Scandal when he was a nobody and with half the money. It bombed. Ni sasa tu ako Deputy President status? People need to be serious okase? @ItsMutai";"1012613927971246081";"president"
"Rest in Peace Vice President Amissah Arthur 
What do remember about him? https://t.co/qNeOTxkmV0";"1012613918118866944";"president"
"🔴⚫️Our heartfelt condolences go out to the wife and children of His Excellency Paa Kwesi Amissah Arthur; former Vice President of the Republic and a true son of Kwabotwe. May God embrace you in comfort during this difficult time. Rest in Perfect Peace Sir 🔴⚫️ https://t.co/jNt5TY6ELG";"1012613913458946050";"president"
"President Trump has officially taken over @POTUS https://t.co/fHjM66mlfB https://t.co/niObsrUdCP";"1012613911517032449";"president"
"Nigerians are dieing crisis over everywhere no place is safe in this country our government are happy I can’t just imagine if one of our senator honorable governor or the president was involved in dat bloody accident #OtedolaTankerFire  what would happen. 🙏save us from this lord";"1012613909013057537";"president"
"My kind of president. 😂 https://t.co/jmDwrgw0Yq";"1012613907641331712";"president"
"Mentally ill man broods on wrongs done to him by the press for years. New president tells him that the press are the enemy of the people, social commentator says press should be gunned down. man then goes and shoots the journalists he has a grudge against?";"1012613902717390848";"president"
"Trump tweets images of migrant kids in Obama-era holding centers https://t.co/XuLYRr9WWs via @MailOnline";"1012613851827884032";"president"
"BREAKING NEWS: AMISSAH-ARTHUR PASSES ON

Former Vice President Kwesi Amissah-Arthur Dies After Collapsing At The Air Force Gym.";"1012613850825445376";"president"
"I loved Jon Stewart. Then he abandoned women as we were trying to elect our first feminist president.  He could’ve been a sane voice for younger men who were encouraged by Trump and Bernie to dislike Hillary. He’s complicit too.";"1012613846496772096";"president"
"Ambassador ⁦@nikkihaley⁩, United States Permanent Representative to the United Nations calls on Prime Minister ⁦@narendramodi⁩. 
https://t.co/zz3idyORai

via NaMo App";"1011992018002874370";"prime minister"
"Barack Obama waited until the day after Justin Trudeau became Prime Minister to veto Keystone XL, because he knew Stephen Harper would fight back, while Trudeau would fold like a cheap suit. 
And he was right. https://t.co/HiZ66XGHu7";"1012002011535929344";"prime minister"
"Ironic that the Congress prime minister who ended the license raj and did so much to transform the Indian economy should have been almost erased from its history by his own party. https://t.co/SzVsRjjfwY";"1012163470819594241";"prime minister"
"Ex-PM Abbasi to challenge disqualification verdict ISLAMABAD: Former prime minister Shahid Khaqan Abbasi on Wednesday said that he would file a petition against the verdict of an appellate election tribunal which had disqualified him from contesting the … https://t.co/P29RkYAdec https://t.co/94Wt1qLkI8";"1012614599252873216";"prime minister"
"Now, Ananth Kumar Hegde calls opposition 'crows, monkeys, foxes'

Taking a cue from his party president, Union minister Ananth Kumar Hegde called opposition members "" crows, monkeys and foxes"" and compared them unfavourably to Prime minister Narendra Modi, whom he called ""th… https://t.co/iRc716Jgpj";"1012614461021093889";"prime minister"
"Prime Minister Narendra Modi paid a third visit to his ailing predecessor Atal Bihari Vajpayee, who is undergoing treatment at the All India Institute of Medical Sciences (AIIMS).

https://t.co/VGoeW1LyO1";"1012614440833953793";"prime minister"
"You got to serve you citizens....Canadian prime minister commemorates victims of Maryland newspaper shooting https://t.co/h3veDnfu92";"1012614404058374146";"prime minister"
"WAITTTTTTTT, FOR REAL? ? ? ? ? #DANNYDYER for Prime minister #goodeveningBritain #LOVEISLAND";"1012614394902188032";"prime minister"
"Last night, the Prime Minister @theresa_may attended the EU Council where she set out her ambitions for a future security partnership with the EU, and leaders reached an agreement on migration.";"1012614325717127168";"prime minister"
"#DidYouKnow: The first UK motorway was the Preston Bypass. Opened by Harold Macmillan, the Prime Minister, in 1958.";"1012614310395248640";"prime minister"
"https://t.co/m734ITV1iT - More #AIIMS announced in 4 years than in past 70 years: Prime Minister #NarendraModi https://t.co/RUJFh6hrBZ";"1012614240069353472";"prime minister"
"The time is June 29, 2018 at 06:30PM and the Australian Prime Minister is Malcolm Turnbull.";"1012614209698398208";"prime minister"
"New Spanish prime minister show his fascist credentials @spain @SpainMFA https://t.co/6FhPawCHSW";"1012614152500793344";"prime minister"
"The #AccidentalPrimeMinister: Meet Reel Rahul And #PriyankaGandhi

@AahanaKumra
@AnupamPKher

#MiddayBollywood #Bollywood #BollywoodNews #BollywoodCelebs #BollywoodMovies

For more #39Under39 Buzz pick today's special edition!

https://t.co/wvCxtf5kEH";"1012614145730965504";"prime minister"
"Acting Prime Minister Winston Peters speaking at the Otago Foreign Policy School “Tonight’s speech outlines our foreign policy “Next Steps” to further redefine our voice internationally, with particular reference to the Asia Pacific region.” https://t.co/LRg5lCun6x";"1012614104001888257";"prime minister"
"#FIFAWorldCup #FootballDiplomacy With fans like these, our @BelRedDevils ⚽️🏆will continue their rise to the stars! Thank you 🇮🇪Taoiseach @campaignforleo 🇪🇺President @JunckerEU and 🇧🇪Prime Minister @CharlesMichel for being #REDTOGETHER! https://t.co/XASV9R1HRI";"1012613963165634560";"prime minister"
"In Japan, it’s legal to rape if you’re close with the Prime Minister. https://t.co/LkC5inRLXV";"1012613853513859072";"prime minister"
"The Prime Minister will also later inaugurate a 555-bed Super Speciality Block in Safdarjung Hospital https://t.co/cDJ6myDF8O";"1012613717761183749";"prime minister"
"Honoured to be part of 11th International Academic Advisory Panel for Singapore ⁦@MOEsg⁩ Great meeting with Prime Minister Loong, DPM Shanmugaratnamand Minister Ong ⁦Well done @NTUsg⁩ ⁦@NUSingapore⁩ ⁦@SMU⁩ ⁦@singaporetech⁩ @sutd ⁦@suss_sg⁩ https://t.co/xoIqdGKeFf";"1012613488949116928";"prime minister"
"#Patv #PunchCall: @MatsangaDr The Prime Minister of Ethiopia @PM_AbiyAhmed  and Eritrean President @AgameDictator will meet soon as the two nations try to resolve one of Africa’s most intractable military stand-offs, state-affiliated media Fana said, citing the foreign minister https://t.co/iLKJCk0yj4";"1012613346921771009";"prime minister"
"Iraq put to death 12 people convicted of terrorism hours after Prime Minister Haider al-Abadi called for speedy executions, in response to the kidnapping and killing of eight members of the security forces https://t.co/EfjuGG0ZYK";"1012613151903371264";"prime minister"
"* * * FRIDAY POLL * * *

There is a general election tomorrow. For the first time, you get to vote directly for the Prime Minister. Who do you vote for out of the following candidates?

Retweet for a bigger sample. Poll ends at 9am Saturday.

#Brexit #GoodEveningBritain #politics";"1012613026250444802";"prime minister"
"When u ask your MP to arrange a meeting with the Prime Minister He says we don't do that.

Brilliant answer by @jualoram sir. 

@odiapua18  @RourkelaTIPS @RourkelaShines @nidhi_budha";"1012612927461814272";"prime minister"
"Urge Spain's new Prime Minister to end the bloody torture of bulls: https://t.co/mzj9lwGD8B";"1012612752504905729";"prime minister"
"Thai prime minister visits cave where children's football team trapped https://t.co/xOjad5secE";"1012612690274078720";"prime minister"
"The chief minister is a shame to Mr.Narendra modi our Prime minister because The CM is not having  any leader ship quality. So he has to be arrested not the principal";"1012612665158451201";"prime minister"
"Dutch prime minister Mark Rutte says EU migration deal is ‘big step forward’ https://t.co/ZuIuOiTlQx @viru_d_great https://t.co/zvrzgDvsr0";"1012612656446914560";"prime minister"
"Danny Dyer for Prime Minister 
Erect a statue of Danny Dyer in Parliament Square forthwith https://t.co/3GA8eebAjm";"1012612585907253250";"prime minister"
"Thai prime minister visits cave where children's football team trapped
https://t.co/fu5G35eUwJ https://t.co/cPPVgJrI2Y";"1012612494542753792";"prime minister"
"Dutch prime minister, Mark Rutte, expressed the concern of many that it was increasingly unclear who was directing government policy on #Brexit ... https://t.co/aPGDVDddHQ";"1012612445163151360";"prime minister"
"Tourism and sports projects also serve to strengthen patriotism https://t.co/ygR6EzPJIj https://t.co/uduF3FHXRH";"1012612437684744192";"prime minister"
"In Norway the three top jobs in government are women

Prime Minister: Erna Solberg
Minister of Finance: Siv Jensen
Foreign Minister: Ine Eriksen Søreide

Is it possible that we will 1⃣ day see Somalia having Female PM, Minister of Financeand Foreign Minister at the same time";"1012612368554225664";"prime minister"
"Britain should have come up with a proper Brexit plan two years ago, Ireland’s prime minister says https://t.co/zeyCUQk9Yw";"1012612189277052929";"prime minister"
"Ethiopian Airlines will restart flights to Eritrea Asmara City Assab Port and Massawa Port soon Ethiopian Prime Minister Abiy Ahmed https://t.co/042YxUyQYT";"1012612160273440768";"prime minister"
"Dear Prime Minister narendra modi you spoke in Nepal that india and Nepal will together develop maithili. But your HRD ministry excluded maithili in CTET. So please take necessary action. #CTETinmaithili 
@narendramodi_in @narendramodi @PMOIndia @KirtiAzadMP @MaithilAnup";"1012612054572675072";"prime minister"
"Prime Minister Shahid Abbasi: Kaavan has Secured Sanctuary at No cost to Pakistan - Firma la petizione! https://t.co/W33peVgQyS via  @ChangeItalia";"1012611982606811137";"prime minister"
"A wise old mystic told me years ago ‘when a geezer makes veiled references about a former Prime Minister having sex with a pig in front of a polite socialist and a confused Canadian woman during a discussion about something called ‘#Brexit’ it will signal the end times. #GEB";"1012611900683833345";"prime minister"
"A sincere message from Prime Minister Trudeau of Canada for our American friends, neighbors. Journalists are essential to our democracies. https://t.co/ud39uuCLCE";"1012611887719055362";"prime minister"
"Besieged Prime Minister Malcolm Turnbull who has lost 34 consecutive opinion polls desperately grasps scraps of detail in an effort to damage his opposition leader. That the MSM is ignoring the failings of the LNP is a result of his $30 million gift to Rupert Murdoch.";"1012611810078294016";"prime minister"
"Danny Dyer for prime minister pls n thanks https://t.co/zVIET7OqS8";"1012611651793752065";"prime minister"
"Narendra Modi’s ‘Kabir’ stunt in Varanasi irks and divides Kabirpanthis: By Siddhant Mohan, https://t.co/jUHsUPfb17 Indian Prime Minister Narendra Modi and the state’s Chief Minister Yogi Adityanath might have celebrated the birth anniversary of… https://t.co/jlF4muo3aq";"1012611651697143809";"prime minister"
"Thai prime minister visits cave where children's football team trapped https://t.co/BoDABq1kde";"1012611645082951680";"prime minister"
"Prime minister there is no time to explain, get inside!

Muh?

There is a complex international incident that can only be resolved by lawn bowling! https://t.co/vW1wjFFdvn";"1012611643925245952";"prime minister"
"Madagascar to hold first round of presidential vote on November 7: prime minister https://t.co/o95DGbhNZL #news";"1012611571825201152";"prime minister"
"My impression of Theresa May as Prime Minister-rowing with one oar...!";"1012611566414581760";"prime minister"
"Morgan pointing out that the twat Cameron *is* an ex Prime Minister sends him to the top of the chart of twats. https://t.co/8MGLKfxaRZ";"1012611457811406850";"prime minister"
"#RupeeAllTimeLow Newly inaugrated Delhi-Meerut expressway badly damaged after just the first spell of showers. 

Looks like the expressway turned out to be just as dependable as the Prime Minister who inaugrated it! 

#BJP_भगाओ_देश_बचाओ
#15_नहीं_30लाख_आयेंगे";"1012611395836407808";"prime minister"
"Ethiopian Prime Minister (Dr. Aby Ahmed) deserves noble peace prize!";"1012611335719272449";"prime minister"
"Thailand Prime Minister Prayuth Chan-ocha visits cave where boys' soccer team feared trapped https://t.co/SkOGRRsaHc by @ChayutSet https://t.co/fciJvJEheg";"1012611297807097857";"prime minister"
"twitter why do you think I want to follow the prime minister of india https://t.co/rHfrahTPzX";"1012611286037909505";"prime minister"
"Madagascar to hold first round of presidential vote on November 7: prime minister https://t.co/glFyJLq4Nb https://t.co/mOopw7o3hC";"1012611267197067264";"prime minister"
"Urge Spain's new Prime Minister to end the bloody torture of bulls: https://t.co/sFpO4dkg1W";"1012611167301316609";"prime minister"
"Modi has spent nearly 6 months living abroad in last four years as prime minister: RTI reply
https://t.co/6uJj65I23o";"1012611135336427520";"prime minister"
"This is #EUSummit #Gold: “I am a law professor,” Italian PM Conte told his fellow leaders, protesting about the EU’s working methods (...) The Bulgarian prime minister, Borissov, replied: “Well, I used to be a fireman and this is not how you negotiate.” https://t.co/wmBVXg9wlW";"1012611107180163072";"prime minister"
"Ya think? 

So we've witnessed countless careers ruined over allegations, yet he can skate without even responding? 

Andrew Coyne: Trudeau has to say something about groping accusation. Yet what can he say? https://t.co/fJmURdIzuo";"1012611012535742465";"prime minister"
"Unusually powerful spiritual words by Prime Minister. It is this spark in him that keeps me connected to him. https://t.co/rOEQrgA90z";"1012611010555871233";"prime minister"
"FT @alexebarkerand @jimbrunsden “The Italian prime minister claimed an important win but after nine hours of gruelling discussions on migration, the biggest achievement may have been agreeing anything at all” @GiuseppeConteIT #Migrations https://t.co/FXNainTNbl via @financialtimes";"1012610998300180481";"prime minister"
"Dear Prime Minister narendra modi you spoke in Nepal that india and Nepal will together develop maithili. But your HRD ministry excluded maithili in CTET. So please take necessary action. #CTETinmaithili
@PMOIndia @niteshkumar";"1012610899637460992";"prime minister"
"Prime Minister Narendra Modi to address rally in Maghar, offer 'chadar' at Kabir's 'mazaar'
https://t.co/jM6bSeSjIL

via NaMo App https://t.co/dzZjq5cnKE";"1012610876556431360";"prime minister"
"I wonder if David Cameron has any response to the allegation from Danny Dyer that our former prime minister is in fact a twat. Can’t wait to tell the lads at the queen vic all about this tonight 😂";"1012610872865443840";"prime minister"
"There's nothing quite as satisfying as hearing a soap star calling our former Prime Minister a twat live on national TV.";"1012610854783766528";"prime minister"
"honestly dyer for prime minister https://t.co/AWG8NzzUUd";"1012610706456436736";"prime minister"
"Thai prime minister visits cave where children's football team trapped https://t.co/yy7qOu4OYK";"1012610692917100544";"prime minister"
"The Delhi-Meerut expressway was inaugurated just a month ago on May 27 by Prime Minister Modi with a spectacular road-show.!!!!
#Sharm_Ni_Aati
#BJP_WaloDekhoab
@IYC
@Raresidhu
@Allavaru
@BJP4India
https://t.co/8Gu7uiH1by";"1012610531637641216";"prime minister"
"The Prime Minister proving beyond doubt that No10 is willing to buckle to thick racists. https://t.co/MuFi5gwkA9";"1012610435311390720";"prime minister"
"Visiting Malaysian Prime Minister Tun Dr Mahathir Mohamad Friday spoke of the possibility of reviving the proposed project of a Malaysia-Indonesia car for the ASEAN market. https://t.co/tnF7sptKXP https://t.co/tnF7sptKXP";"1012610404613271552";"prime minister"
